,Tile,Response,Timestamp,UserID
0,cha-sud-01450,1,2023-10-03 21:12:23,Skyler
1,sau-yem-03079,0,2023-10-05 13:17:29,fruhman
2,cao-cha-01919,0,2023-10-05 13:17:37,fruhman
3,rus-kzk-03912,1,2023-10-05 13:17:39,fruhman
4,par-arg-01431,0,2023-10-05 13:17:44,fruhman
5,nir-nig-01826,1,2023-10-05 13:17:49,fruhman
6,aus-slv-00496,1,2023-10-05 13:17:52,fruhman
7,sau-uae-01095,1,2023-10-05 13:17:54,fruhman
8,frn-ita-00604,0,2023-10-05 13:18:01,fruhman
9,bel-frn-00484,1,2023-10-05 13:18:04,fruhman
10,ind-pak-00751,1,2023-10-05 13:18:06,fruhman
11,syr-jor-00414,1,2023-10-05 13:18:07,fruhman
12,czr-slo-00087,1,2023-10-05 13:18:12,fruhman
13,gam-sen-02150,0,2023-10-05 13:18:17,fruhman
14,taj-kyr-02208,1,2023-10-05 13:21:03,fruhman
15,fin-nor-00564,0,2023-10-05 13:21:09,fruhman
16,col-per-02190,0,2023-10-05 13:21:20,fruhman
17,nir-bfo-00513,1,2023-10-05 13:21:27,fruhman
18,col-per-00351,0,2023-10-05 13:21:32,fruhman
19,lib-egy-01487,1,2023-10-05 13:21:37,fruhman
20,pol-rus-00526,1,2023-10-05 13:21:39,fruhman
21,saf-bot-01086,1,2023-10-05 13:21:46,fruhman
22,chn-lao-00297,1,2023-10-05 13:21:48,fruhman
23,ukr-blr-00198,1,2023-10-05 13:21:51,fruhman
24,thi-lao-02728,1,2023-10-05 13:21:54,fruhman
25,fin-nor-01393,1,2023-10-05 13:21:56,fruhman
26,blz-gua-00141,1,2023-10-05 13:21:59,fruhman
27,ven-bra-03413,0,2023-10-05 13:22:02,fruhman
28,usa-mex-02318,1,2023-10-05 13:22:06,fruhman
29,irn-pak-01790,1,2023-10-05 13:22:09,fruhman
30,drc-zam-04914,1,2023-10-05 13:22:17,fruhman
31,ken-ssd-00051,0,2023-10-05 13:22:23,fruhman
32,cdi-gui-00796,1,2023-10-05 13:22:30,fruhman
33,mex-gua-02164,1,2023-10-05 13:22:35,fruhman
34,mli-nir-00777,0,2023-10-05 13:22:43,fruhman
35,rus-ukr-02517,1,2023-10-05 13:22:44,fruhman
36,afg-pak-01673,1,2023-10-05 13:22:48,fruhman
37,ken-eth-01903,1,2023-10-05 13:22:53,fruhman
38,cen-drc-04218,0,2023-10-05 13:22:57,fruhman
39,gmy-aus-00338,1,2023-10-05 13:23:14,fruhman
40,nam-bot-00463,1,2023-10-05 13:23:23,fruhman
41,usa-can-02433,1,2023-10-05 13:23:26,fruhman
42,spn-por-03160,1,2023-10-05 13:23:30,fruhman
43,bng-mya-00196,1,2023-10-05 13:23:34,fruhman
44,taj-kyr-01381,0,2023-10-05 13:23:40,fruhman
45,bra-frn-01010,1,2023-10-05 13:23:44,fruhman
46,thi-lao-03849,0,2023-10-05 13:23:55,fruhman
47,bra-par-00211,0,2023-10-05 13:23:59,fruhman
48,ind-bng-00204,1,2023-10-05 13:24:01,fruhman
49,pol-ukr-00881,1,2023-10-05 13:24:04,fruhman
50,chn-mya-01724,1,2023-10-05 13:24:10,fruhman
51,chn-prk-02748,0,2023-10-05 13:24:14,fruhman
52,hun-yug-00180,1,2023-10-05 13:24:16,fruhman
53,cen-drc-01635,0,2023-10-05 13:24:21,fruhman
54,drc-ang-04730,1,2023-10-05 13:24:24,fruhman
55,thi-cam-01643,0,2023-10-05 13:24:30,fruhman
56,ben-tog-01572,1,2023-10-05 13:24:35,fruhman
57,aus-hun-00170,1,2023-10-05 13:24:38,fruhman
58,ind-pak-06417,1,2023-10-05 13:24:43,fruhman
59,ben-bfo-00300,1,2023-10-05 13:24:45,fruhman
60,chn-ind-01772,0,2023-10-05 13:24:51,fruhman
61,rus-kzk-07482,1,2023-10-05 13:24:53,fruhman
62,zam-maw-01814,0,2023-10-05 13:24:58,fruhman
63,chn-mon-01863,1,2023-10-05 13:25:01,fruhman
64,afg-pak-01018,1,2023-10-05 13:25:03,fruhman
65,usa-can-09075,1,2023-10-05 13:25:07,fruhman
66,tur-syr-02232,1,2023-10-05 13:25:09,fruhman
67,cao-con-00875,0,2023-10-05 13:25:15,fruhman
68,tkm-uzb-02817,1,2023-10-05 13:25:17,fruhman
69,pan-col-00627,0,2023-10-05 13:25:22,fruhman
70,chl-arg-00625,1,2023-10-05 13:25:32,fruhman
71,chn-prk-02884,1,2023-10-05 13:25:33,fruhman
72,ukr-blr-02167,1,2023-10-05 13:25:35,fruhman
73,mor-alg-01681,1,2023-10-05 13:25:43,fruhman
74,fin-swd-01267,1,2023-10-05 13:25:44,fruhman
75,ind-mya-01237,1,2023-10-05 13:25:50,fruhman
76,cha-lib-00444,0,2023-10-05 13:25:54,fruhman
77,usa-can-18252,0,2023-10-05 13:25:56,fruhman
78,rus-ukr-00195,0,2023-10-05 13:25:59,fruhman
79,sau-yem-01393,0,2023-10-05 13:26:03,fruhman
80,chn-mon-12050,1,2023-10-05 13:26:09,fruhman
81,col-per-02315,0,2023-10-05 13:26:15,fruhman
82,grc-tur-00327,1,2023-10-05 13:26:17,fruhman
83,cao-nig-01441,1,2023-10-05 13:26:26,fruhman
84,usa-can-10584,1,2023-10-05 13:26:32,fruhman
85,arm-aze-02557,1,2023-10-05 13:26:39,fruhman
86,lbr-sie-00033,1,2023-10-05 13:26:57,fruhman
87,con-drc-03291,1,2023-10-05 13:26:59,fruhman
88,rus-chn-01116,1,2023-10-05 13:27:02,fruhman
89,rus-kzk-00771,1,2023-10-05 13:27:08,fruhman
90,cen-drc-01447,0,2023-10-05 13:27:12,fruhman
