,Tile,Response,Timestamp,UserID
0,taz-bui-01068,1,2023-10-21 15:08:39,Skyler
1,jor-sau-01378,0,2023-10-21 15:08:40,Skyler
2,chl-arg-13965,0,2023-10-21 15:08:42,Skyler
3,ang-zam-01418,0,2023-10-21 15:08:43,Skyler
4,hai-dom-00065,1,2023-10-21 15:08:45,Skyler
5,mex-gua-01662,1,2023-10-21 15:08:49,Skyler
6,bra-bol-04358,1,2023-10-21 15:08:50,Skyler
7,cdi-gha-01328,1,2023-10-21 15:08:52,Skyler
8,bra-par-03266,1,2023-10-21 15:08:54,Skyler
9,mal-ins-02321,0,2023-10-21 15:08:55,Skyler
10,chn-mon-02582,0,2023-10-21 15:26:16,Skyler
11,ven-guy-00404,1,2023-10-21 15:26:18,Skyler
12,rus-fin-00822,1,2023-10-21 15:26:19,Skyler
13,bra-par-03266,1,2023-10-21 15:26:21,Skyler
14,cha-sud-00334,0,2023-10-21 15:26:24,Skyler
15,gmy-aus-01115,0,2023-10-21 15:26:28,Skyler
16,sud-ssd-05375,1,2023-10-21 15:26:38,Skyler
17,taz-zam-00413,0,2023-10-22 18:00:36,akula
18,chn-mon-12130,0,2023-10-22 18:00:37,akula
19,afg-taj-02060,0,2023-10-22 18:00:41,akula
20,chn-mon-11580,1,2023-10-22 18:00:46,akula
21,chn-mya-04093,0,2023-10-22 18:00:49,akula
22,ind-nep-02765,0,2023-10-22 18:00:52,akula
23,drc-bui-00295,0,2023-10-22 18:00:53,akula
24,chn-mon-01776,1,2023-10-22 18:00:56,akula
25,mya-thi-03860,1,2023-10-22 18:00:58,akula
26,swz-ita-00735,1,2023-10-22 18:01:04,akula
27,chn-mya-03701,1,2023-10-22 18:01:05,akula
28,usa-mex-01257,1,2023-10-22 18:01:09,akula
29,cao-cha-01301,0,2023-10-22 18:01:12,akula
30,hai-dom-00065,1,2023-10-22 18:01:16,akula
31,mya-thi-02349,1,2023-10-22 18:01:18,akula
32,mal-ins-03995,0,2023-10-22 18:01:21,akula
33,ang-zam-00470,0,2023-10-22 18:01:25,akula
34,chn-nep-00299,0,2023-10-22 18:01:31,akula
35,irn-irq-01016,1,2023-10-22 18:01:33,akula
36,chn-ind-04676,0,2023-10-22 18:01:36,akula
37,ven-bra-02061,1,2023-10-22 18:01:38,akula
38,chl-arg-13965,0,2023-10-22 18:01:42,akula
39,cao-cha-01269,1,2023-10-22 18:01:44,akula
40,cha-sud-01195,0,2023-10-22 18:01:47,akula
41,rus-kzk-09750,1,2023-10-22 18:01:49,akula
42,nir-nig-00001,1,2023-10-22 18:01:51,akula
43,saf-les-00014,1,2023-10-22 18:01:52,akula
44,sud-egy-01673,0,2023-10-22 18:01:57,akula
45,sau-yem-01745,0,2023-10-22 18:01:58,akula
46,taz-mzm-01604,1,2023-10-22 18:02:02,akula
47,kyr-kzk-00455,0,2023-10-22 18:02:03,akula
48,afg-tkm-01091,0,2023-10-22 18:02:09,akula
49,chn-prk-02114,0,2023-10-22 18:02:16,akula
50,aze-irn-00445,1,2023-10-22 18:02:18,akula
51,rus-kzk-01768,1,2023-10-22 18:02:19,akula
52,ang-zam-00903,0,2023-10-22 18:02:21,akula
53,saf-bot-01453,1,2023-10-22 18:02:30,akula
54,chl-arg-08320,0,2023-10-22 18:02:40,akula
55,col-ven-04040,0,2023-10-22 18:02:43,akula
56,bra-arg-02248,1,2023-10-22 18:02:45,akula
57,mal-ins-03348,0,2023-10-22 18:02:47,akula
58,usa-can-11981,1,2023-10-22 18:02:49,akula
59,zim-saf-00317,1,2023-10-22 18:02:51,akula
60,hun-cro-00157,1,2023-10-22 18:02:53,akula
61,spn-por-02787,1,2023-10-22 18:02:54,akula
62,cen-drc-02969,1,2023-10-22 18:02:56,akula
63,bra-bol-08165,1,2023-10-22 18:02:57,akula
64,ken-taz-01617,0,2023-10-22 18:02:59,akula
65,ind-pak-00697,0,2023-10-22 18:03:02,akula
66,irq-syr-01424,1,2023-10-22 18:03:03,akula
67,nam-bot-01991,1,2023-10-22 18:03:05,akula
68,saf-bot-02217,1,2023-10-22 18:03:06,akula
69,fin-swd-00131,1,2023-10-22 18:03:08,akula
70,sud-egy-03004,0,2023-10-22 18:03:10,akula
71,syr-jor-00724,0,2023-10-22 18:03:12,akula
72,rus-blr-01140,1,2023-10-22 18:03:13,akula
73,ins-png-01227,1,2023-10-22 18:03:14,akula
74,rus-kzk-01768,1,2023-10-22 18:03:16,akula
75,chl-arg-04303,1,2023-10-22 18:03:20,akula
76,usa-can-11981,1,2023-10-22 18:03:29,akula
77,bra-par-02893,0,2023-10-22 18:03:30,akula
78,mal-ins-02411,0,2023-10-22 18:03:32,akula
79,afg-taj-02419,1,2023-10-22 18:03:36,akula
80,chn-ind-02784,0,2023-10-22 18:03:38,akula
81,sen-gui-00453,0,2023-10-22 18:03:40,akula
82,sud-ssd-02130,0,2023-10-22 18:03:41,akula
83,rus-mon-03033,0,2023-10-22 18:03:43,akula
84,drc-taz-00065,0,2023-10-22 18:03:44,akula
85,ang-nam-00298,1,2023-10-22 18:03:48,akula
86,spn-por-03538,1,2023-10-22 18:03:50,akula
87,cro-yug-00057,1,2023-10-22 18:03:53,akula
88,drc-uga-01595,0,2023-10-22 18:03:55,akula
89,cha-lib-02010,0,2023-10-22 18:03:57,akula
90,chl-arg-04303,1,2023-10-22 18:04:05,akula
91,sen-maa-00910,1,2023-10-22 18:04:36,akula
92,uzb-kzk-00495,1,2023-10-23 17:27:42,ellor
93,ven-bra-02061,1,2023-10-23 17:27:44,ellor
94,gam-sen-01696,1,2023-10-23 17:27:45,ellor
95,irn-afg-01626,1,2023-10-23 17:27:52,ellor
96,chn-pak-00947,0,2023-10-23 17:27:56,ellor
97,guy-sur-01674,1,2023-10-23 17:27:57,ellor
98,per-bra-05689,0,2023-10-23 17:27:59,ellor
99,chn-pak-00947,1,2023-10-23 17:28:01,ellor
100,kyr-kzk-00455,0,2023-10-23 17:28:05,ellor
101,mal-ins-01080,0,2023-10-23 17:28:07,ellor
102,chn-ind-03024,1,2023-10-23 17:28:08,ellor
103,afg-taj-02073,1,2023-10-23 17:28:10,ellor
104,gam-sen-01696,1,2023-10-23 17:28:12,ellor
105,drc-ang-03609,0,2023-10-23 17:28:15,ellor
106,sud-egy-03004,1,2023-10-23 17:28:17,ellor
107,gha-tog-01945,1,2023-10-23 17:28:19,ellor
108,tur-syr-02179,1,2023-10-23 17:28:21,ellor
109,usa-can-11217,1,2023-10-23 17:28:24,ellor
110,bra-frn-01275,0,2023-10-23 17:28:25,ellor
111,som-eth-03148,0,2023-10-23 17:28:27,ellor
112,chn-mon-05624,0,2023-10-23 17:28:29,ellor
113,sud-ssd-01341,0,2023-10-23 17:28:31,ellor
114,mya-thi-02317,1,2023-10-23 17:28:33,ellor
115,guy-bra-02912,0,2023-10-23 17:28:34,ellor
